algorithm,energy_j
Centralized-DQN,1.8460985650235944
Centralized-DQN,1.6052920724939743
Centralized-DQN,1.7633558173498023
Centralized-DQN,1.5488366975806744
Centralized-DQN,1.6214539287228167
Centralized-DQN,2.07459539270294
Centralized-DQN,1.5867763421117713
Centralized-DQN,1.9919605072177637
Centralized-DQN,1.925931112523345
Centralized-DQN,1.7975358914088957
Centralized-DQN,1.9723814354053117
Centralized-DQN,1.7039627882463924
Centralized-DQN,2.113730549950551
Centralized-DQN,1.7591023952089349
Centralized-DQN,1.8309810688649732
Centralized-DQN,1.8035671283565065
Centralized-DQN,2.078854709239549
Centralized-DQN,2.0454398776724503
Centralized-DQN,1.3159600513711562
Centralized-DQN,1.9785775725184924
Centralized-DQN,1.518045811547386
Centralized-DQN,1.8413594775116167
Centralized-DQN,1.8950767053895603
Centralized-DQN,1.8388857839158648
Centralized-DQN,2.0353887487715903
Centralized-DQN,2.0859056408247243
Centralized-DQN,1.7417934813344353
Centralized-DQN,1.7334227706246172
Centralized-DQN,1.91171261483846
Centralized-DQN,1.5643241286375575
Centralized-DQN,1.8101042745167588
Centralized-DQN,2.230597132812447
Centralized-DQN,1.572948349775451
Centralized-DQN,1.8416369604141907
Centralized-DQN,1.783533892700901
Centralized-DQN,2.3820137198717393
Centralized-DQN,1.7960767779833118
Centralized-DQN,1.8094515720134026
Centralized-DQN,1.6825117606344813
Centralized-DQN,1.9221477435418945
Centralized-DQN,1.9822464894774576
Centralized-DQN,1.7159071071084455
Centralized-DQN,2.147801733286341
Centralized-DQN,1.9824530498200723
Centralized-DQN,2.116277591523498
Centralized-DQN,1.8443975743856824
Centralized-DQN,1.9760296698373632
Centralized-DQN,1.8709025675810116
Centralized-DQN,2.2558498290027607
Centralized-DQN,1.9467872572502927
Centralized-DQN,1.9220169096917756
Centralized-DQN,1.8144210434255812
Centralized-DQN,1.8011219795392135
Centralized-DQN,1.9747711660394096
Centralized-DQN,2.1088329506394734
Centralized-DQN,1.7622778142415156
Centralized-DQN,1.9491638654613799
Centralized-DQN,1.962432650730804
Centralized-DQN,2.0025669541729405
Centralized-DQN,1.5265928290112905
Centralized-DQN,1.7069415859865882
Centralized-DQN,1.605309422563914
Centralized-DQN,1.9275765719005622
Centralized-DQN,1.7124157355772722
Centralized-DQN,1.8056660463144771
Centralized-DQN,1.6448377672909409
Centralized-DQN,1.8270943018365382
Centralized-DQN,1.6610065302791956
Centralized-DQN,2.0946221050443916
Centralized-DQN,2.030414124240901
Centralized-DQN,1.9546128264516909
Centralized-DQN,1.850432579401597
Centralized-DQN,1.4505169690438522
Centralized-DQN,1.8144291934859875
Centralized-DQN,1.744560412334429
Centralized-DQN,1.976971979657976
Centralized-DQN,2.0627805316925274
Centralized-DQN,1.994795365438407
Centralized-DQN,2.2110040264227657
Centralized-DQN,1.789060400397675
Centralized-DQN,1.7795076369437237
Centralized-DQN,2.1591271439391537
Centralized-DQN,1.958296257301586
Centralized-DQN,1.8630914901790734
Centralized-DQN,2.3454384717837575
Centralized-DQN,2.05310911811697
Centralized-DQN,1.876098622325587
Centralized-DQN,1.761958314935662
Centralized-DQN,2.2256285195329233
Centralized-DQN,1.9676921136129797
Centralized-DQN,1.9256486982616534
Centralized-DQN,2.075814088885653
Centralized-DQN,2.1227722422191557
Centralized-DQN,2.0466900444267027
Centralized-DQN,2.1236679726256
Centralized-DQN,2.023996652291178
Centralized-DQN,2.0478467904223243
Centralized-DQN,1.7514306382440725
Centralized-DQN,2.3371055343246856
Centralized-DQN,1.635760897768542
Centralized-DQN,1.9912806023802179
Centralized-DQN,1.6120088697956487
Centralized-DQN,1.8973911385721958
Centralized-DQN,1.7883739458351933
Centralized-DQN,1.9512781527576537
Centralized-DQN,1.9987409697848013
Centralized-DQN,1.699660714830046
Centralized-DQN,1.9132229095791569
Centralized-DQN,2.2411025408539276
Centralized-DQN,1.6176541215356635
Centralized-DQN,1.72322601158506
Centralized-DQN,2.118317870879693
Centralized-DQN,1.937868628971975
Centralized-DQN,1.9548260958315795
Centralized-DQN,2.155538461138712
Centralized-DQN,1.7370465711056733
Centralized-DQN,1.8003451629855138
Centralized-DQN,1.7719353139660403
Centralized-DQN,1.8397740178938864
Centralized-DQN,2.228625888371945
Centralized-DQN,1.5280711459911522
Centralized-DQN,1.644851985966319
Centralized-DQN,1.6053466212956513
Centralized-DQN,2.242950286238047
Centralized-DQN,1.7784422550451744
Centralized-DQN,1.8447343919420163
Centralized-DQN,1.5479882854070162
Centralized-DQN,1.8595462572673722
Centralized-DQN,2.1196466044819893
Centralized-DQN,1.9782813039220906
Centralized-DQN,1.8951481225807967
Centralized-DQN,1.5594503749359188
Centralized-DQN,1.8444398390842431
Centralized-DQN,1.9538491616085232
Centralized-DQN,1.6914835529395265
Centralized-DQN,2.070886922798104
Centralized-DQN,2.123919793147024
Centralized-DQN,1.7981993375260963
Centralized-DQN,2.0872317374450007
Centralized-DQN,1.8947159967396787
Centralized-DQN,2.1843005909557585
Centralized-DQN,2.3886683120773817
Centralized-DQN,1.66801947296258
Centralized-DQN,2.097289206577152
Centralized-DQN,2.2206638360438924
Centralized-DQN,1.6963552495829377
Centralized-DQN,1.7874921980424205
Centralized-DQN,1.7848987165679913
Centralized-DQN,1.8894072026412774
Centralized-DQN,1.8378933873667687
Centralized-DQN,1.874315230912109
Centralized-DQN,2.11307251083529
Centralized-DQN,1.4832049792774296
Centralized-DQN,1.695614955653827
Centralized-DQN,2.074351428758753
Centralized-DQN,2.047359624642249
Centralized-DQN,1.6761118784947067
Centralized-DQN,2.0489553293499654
Centralized-DQN,2.2257101468512763
Centralized-DQN,1.9087042910671466
Centralized-DQN,1.6877657805164805
Centralized-DQN,2.1215894606548025
Centralized-DQN,2.3169896672956893
Centralized-DQN,1.7158332740875242
Centralized-DQN,1.9290436778380877
Centralized-DQN,2.1711718582779693
Centralized-DQN,1.946578647927518
Centralized-DQN,1.5174229248749371
Centralized-DQN,2.0221634424082477
Centralized-DQN,1.694482490191204
Centralized-DQN,1.6272255131917792
Centralized-DQN,1.5219268628768727
Centralized-DQN,2.1942698403453726
Centralized-DQN,1.727682512098385
Centralized-DQN,1.9968006559291096
Centralized-DQN,2.053391100805494
Centralized-DQN,1.957283095253422
Centralized-DQN,1.988329907706003
Centralized-DQN,2.007793479336844
Centralized-DQN,1.9518177070030986
Centralized-DQN,1.744859247901588
Centralized-DQN,1.7243127178402737
Centralized-DQN,1.8958122522218666
Centralized-DQN,1.8909318033295066
Centralized-DQN,2.0189152663510828
Centralized-DQN,2.1738201754748525
Centralized-DQN,1.9992357950752107
Centralized-DQN,1.733172391115406
Centralized-DQN,1.4174617002860659
Centralized-DQN,1.7428368677654038
Centralized-DQN,1.6102294207042884
Centralized-DQN,1.7517222445760718
Centralized-DQN,1.9758206182345446
Centralized-DQN,1.9394435730060309
Centralized-DQN,2.3481241229425636
Centralized-DQN,2.0313019895997355
Centralized-DQN,2.3598721420757074
Centralized-DQN,2.0847681186792792
Centralized-DQN,2.17014683365748
Centralized-DQN,1.837308916618531
Centralized-DQN,1.672433061120931
Centralized-DQN,1.8165596411594773
Centralized-DQN,1.917265260131789
Centralized-DQN,1.775272193125243
Centralized-DQN,1.689336785401916
Centralized-DQN,2.016039404333743
Centralized-DQN,1.688356492908153
Centralized-DQN,1.5666834551534905
Centralized-DQN,1.661471359357994
Centralized-DQN,1.8660044955041475
Centralized-DQN,1.6916922375710537
Centralized-DQN,1.8674480862754153
Centralized-DQN,2.05834236793633
Centralized-DQN,2.052351677997316
Centralized-DQN,1.7677457105458227
Centralized-DQN,1.619571858346226
Centralized-DQN,1.7873763536296225
Centralized-DQN,2.0710605641741298
Centralized-DQN,2.1248708111718684
Centralized-DQN,2.0013058378060844
Centralized-DQN,2.196810866149345
Centralized-DQN,2.3184081683603033
Centralized-DQN,1.8086642853589567
Centralized-DQN,2.2625041737184874
Centralized-DQN,1.8599693904095822
Centralized-DQN,2.154973139848719
Centralized-DQN,2.0832550967822043
Centralized-DQN,1.4644857402041953
Centralized-DQN,1.6973812681128675
Centralized-DQN,1.6386152640820935
Centralized-DQN,1.5094163639133953
Centralized-DQN,2.122594172174359
Centralized-DQN,2.396645035419663
Centralized-DQN,1.860632254917338
Centralized-DQN,2.1167976957004138
Centralized-DQN,2.2620576731959474
Centralized-DQN,1.9679996237221078
Centralized-DQN,1.9141678698435747
Centralized-DQN,1.863393501448222
Centralized-DQN,2.043853566460026
Centralized-DQN,2.1215295091275066
Centralized-DQN,2.026399850351427
Centralized-DQN,2.018487492668206
Centralized-DQN,1.9082028515616871
Centralized-DQN,1.5529832774232322
Centralized-DQN,2.1268338559695197
Centralized-DQN,1.624022372440739
Centralized-DQN,2.062706451936573
Centralized-DQN,2.0941217241583767
Centralized-DQN,1.6572444431253366
Centralized-DQN,1.7799626978445724
Centralized-DQN,2.408787736640197
Centralized-DQN,1.9016872923948944
Centralized-DQN,1.638862769179887
Centralized-DQN,2.1045225768298845
Centralized-DQN,1.741975632635939
Centralized-DQN,1.4775112652265763
Centralized-DQN,2.039754903869906
Centralized-DQN,1.708811255243567
Centralized-DQN,1.9940017940480497
Centralized-DQN,1.7327562152212153
Centralized-DQN,2.0829398463597353
Centralized-DQN,1.9622780139892075
Centralized-DQN,1.3234463411038506
Centralized-DQN,2.008015689378337
Centralized-DQN,1.8532459019296381
Centralized-DQN,2.2464117447607617
Centralized-DQN,2.011055888413252
Centralized-DQN,2.0942187672006947
Centralized-DQN,1.7562913994447789
Centralized-DQN,1.7379683902115413
Centralized-DQN,1.9140903941236458
Centralized-DQN,1.8369140443866971
Centralized-DQN,2.228277285629203
Centralized-DQN,1.8846752888701452
Centralized-DQN,1.637801068803749
Centralized-DQN,1.7293253574861325
Centralized-DQN,2.142347769895067
Centralized-DQN,1.8814639078818216
Centralized-DQN,1.869148008664375
Centralized-DQN,2.1642672159477803
Centralized-DQN,1.709238561285379
Centralized-DQN,1.4050153808423431
Centralized-DQN,1.7234995246794296
Centralized-DQN,1.975777326001077
Centralized-DQN,1.862512545714104
Centralized-DQN,1.5604770155325467
Centralized-DQN,2.1541001160233972
Centralized-DQN,1.9576696963778568
Centralized-DQN,2.0096289856619887
Centralized-DQN,2.0166782038540885
Centralized-DQN,1.6208200137561841
Centralized-DQN,1.9897833023453546
Centralized-DQN,2.1290773516497423
Centralized-DQN,2.182727477077399
Centralized-DQN,2.0861790700829843
Centralized-DQN,2.0382250733396026
Centralized-DQN,1.5196981405968966
Centralized-DQN,1.9165590560000707
Centralized-DQN,1.6996052698898427
Centralized-DQN,2.2154114800004407
Centralized-DQN,2.1804394350436724
Centralized-DQN,1.7009981620100674
Centralized-DQN,1.909406626474134
Centralized-DQN,1.9772565757840375
Centralized-DQN,2.1275423057254734
Centralized-DQN,1.5339375552305388
Centralized-DQN,1.4109030188918095
Centralized-DQN,1.9287894168977253
Centralized-DQN,1.3367615641247008
Centralized-DQN,1.9565350832206996
Centralized-DQN,2.056444671033464
Centralized-DQN,2.2047928108787187
Centralized-DQN,1.7765602749106193
Centralized-DQN,1.95713625126954
Centralized-DQN,2.0701078670577386
Centralized-DQN,1.649114110061332
Centralized-DQN,2.1308961326019684
Centralized-DQN,1.9832084717324505
Centralized-DQN,1.7805051654053812
Centralized-DQN,1.9525740838407772
Centralized-DQN,1.887897334614588
Centralized-DQN,2.099729038137108
Centralized-DQN,1.8369499952301467
Centralized-DQN,1.972321649674489
Centralized-DQN,1.7769373551774768
Centralized-DQN,1.7039210099654247
Centralized-DQN,1.959521155256029
Centralized-DQN,1.7133847295189215
Centralized-DQN,2.1044536991498086
Centralized-DQN,2.0564503754136094
Centralized-DQN,1.7437176292583683
Centralized-DQN,1.9692550115035812
Centralized-DQN,1.7426611429630425
Centralized-DQN,1.550366329543294
Centralized-DQN,1.7823993214202027
Centralized-DQN,1.9084070025355675
Centralized-DQN,2.040132570220078
Centralized-DQN,1.954440175980366
Centralized-DQN,2.129128231302504
Centralized-DQN,1.6939393141056214
Centralized-DQN,1.8332086914250383
Centralized-DQN,2.2988620880869615
Centralized-DQN,1.47507915580013
Centralized-DQN,1.8158697279146507
Centralized-DQN,1.6731277944354856
Centralized-DQN,1.87498020765986
Centralized-DQN,1.8199032988947186
Centralized-DQN,2.058736612935955
Centralized-DQN,1.9788719599279498
Centralized-DQN,1.6191857114318713
Centralized-DQN,1.7844874583395383
Centralized-DQN,1.9199730318814419
Centralized-DQN,2.0903533556825886
Centralized-DQN,2.480553127990255
Centralized-DQN,2.081924149775328
Centralized-DQN,1.6867200183053985
Centralized-DQN,1.898378053156025
Centralized-DQN,1.9616969153357895
Centralized-DQN,1.8003323434728526
Centralized-DQN,2.028347398487319
Centralized-DQN,1.3966747188325277
Centralized-DQN,2.047445672753971
Centralized-DQN,1.810240337872019
Centralized-DQN,1.8947239146173511
Centralized-DQN,2.2577025651517055
Centralized-DQN,1.6293464427397044
Centralized-DQN,1.9828345217903225
Centralized-DQN,2.1029195318030856
Centralized-DQN,1.9592455199891636
Centralized-DQN,1.5480900928081514
Centralized-DQN,2.2311313829302257
Centralized-DQN,1.8713040267863754
Centralized-DQN,1.7984545881420222
Centralized-DQN,1.8484647439427513
Centralized-DQN,1.8319534715123136
Centralized-DQN,1.6457826033984515
Centralized-DQN,1.9580046150322141
Centralized-DQN,1.7823975149766143
Centralized-DQN,2.0745726579033206
Centralized-DQN,2.0392540017289376
Centralized-DQN,2.294554232470382
Centralized-DQN,1.8712397237669343
Centralized-DQN,1.7349312573592743
Centralized-DQN,1.5813713659808144
Centralized-DQN,2.4253463161516366
Centralized-DQN,2.072549682397317
Centralized-DQN,1.760466450160176
Centralized-DQN,2.310102932567148
Centralized-DQN,2.232459813247342
Centralized-DQN,1.6086656634343364
Centralized-DQN,1.7463993887806528
Centralized-DQN,1.8895123556750506
Centralized-DQN,1.6734523938811479
Centralized-DQN,1.897748091745339
Centralized-DQN,2.084036032459727
Centralized-DQN,1.6036006982425435
Centralized-DQN,1.987507326253195
Centralized-DQN,2.189221933539695
Centralized-DQN,2.012210743127928
Centralized-DQN,1.902577991858667
Centralized-DQN,1.7660693545936306
Centralized-DQN,2.1114259673316904
Centralized-DQN,1.6488376061841326
Centralized-DQN,1.9759392332763162
Centralized-DQN,1.925878824895484
Centralized-DQN,2.179340780438717
Centralized-DQN,1.7857346854497276
Centralized-DQN,1.8053216689398257
Centralized-DQN,1.63387433380652
Centralized-DQN,2.0207502968679343
Centralized-DQN,1.8223528297653697
Centralized-DQN,1.7213781556370262
Centralized-DQN,1.7433255321575543
Centralized-DQN,2.043749106385054
Centralized-DQN,1.665877900863806
Centralized-DQN,1.686336161668681
Centralized-DQN,2.126521672439205
Centralized-DQN,1.8817258193288895
Centralized-DQN,2.140134547810784
Centralized-DQN,1.8372044201527682
Centralized-DQN,1.9197405927790159
Centralized-DQN,1.9560113522541043
Centralized-DQN,2.239630755950628
Centralized-DQN,2.220873099158846
Centralized-DQN,2.185705813599514
Centralized-DQN,1.7751201323668857
Centralized-DQN,1.6926344672141067
Centralized-DQN,2.0952863530892327
Centralized-DQN,2.2372054354101083
Centralized-DQN,2.187913435880157
Centralized-DQN,1.92300654888962
Centralized-DQN,2.087687088739004
Centralized-DQN,2.0917373152708136
Centralized-DQN,1.9543164191338147
Centralized-DQN,1.9643228831394046
Centralized-DQN,1.942624205599366
Centralized-DQN,1.7384225587325408
Centralized-DQN,1.7619335183871083
Centralized-DQN,1.7583766207081792
Centralized-DQN,1.551535846629311
Centralized-DQN,1.9529149272610735
Centralized-DQN,1.9106518948982263
Centralized-DQN,2.0955565368615248
Centralized-DQN,2.2104692619983872
Centralized-DQN,2.22511742166064
Centralized-DQN,2.246814441594567
Centralized-DQN,1.7455685313126126
Centralized-DQN,1.5900765823517575
Centralized-DQN,2.134443320386276
Centralized-DQN,2.2384435441614876
Centralized-DQN,2.278500659837282
Centralized-DQN,2.031743126713123
Centralized-DQN,1.4599594104721243
Centralized-DQN,2.0042364203750997
Centralized-DQN,2.047973575966328
Centralized-DQN,2.208478084897979
Centralized-DQN,2.249386451093737
Centralized-DQN,2.129579536139981
Centralized-DQN,1.7846909418326349
Centralized-DQN,1.6828913707270674
Centralized-DQN,2.043024649378477
Centralized-DQN,1.7374275585579497
Centralized-DQN,2.2598715894164823
Centralized-DQN,1.5272696208341172
Centralized-DQN,2.050610675495731
Centralized-DQN,1.9936208581806694
Centralized-DQN,1.87236095980082
Centralized-DQN,1.7068532104001874
Centralized-DQN,1.4449667399171182
Centralized-DQN,1.7975588307288537
Centralized-DQN,1.8016013150436894
Centralized-DQN,2.1761441261986842
Centralized-DQN,1.7396300609402588
Centralized-DQN,2.0243183493650974
Centralized-DQN,1.6222679492870102
Centralized-DQN,2.0306491839168586
Centralized-DQN,1.4044338388566524
Centralized-DQN,2.402756239395232
Centralized-DQN,1.8874980418257747
Centralized-DQN,1.2761470330984683
Centralized-DQN,1.7546305208310045
Centralized-DQN,1.7182474214970163
Centralized-DQN,1.768899502418004
Centralized-DQN,1.8359866224079466
Centralized-DQN,1.7673330078737834
Centralized-DQN,1.7318986574434838
Centralized-DQN,1.6530394478594663
Centralized-DQN,2.109340283274183
Centralized-DQN,2.196741645750431
Centralized-DQN,1.8613461911263591
Centralized-DQN,1.9159365158325636
Centralized-DQN,1.66049336981163
Centralized-DQN,1.9363631688967122
Centralized-DQN,1.9729836508002399
Centralized-DQN,1.869450560321935
Centralized-DQN,2.0112556748780808
Centralized-DQN,1.991126503384556
Centralized-DQN,1.6771262847535304
Centralized-DQN,2.1948781471631515
Centralized-DQN,1.8721583017352659
Centralized-DQN,2.3060516970816733
Centralized-DQN,2.0168649038021895
Centralized-DQN,2.37410299323767
Centralized-DQN,2.190782016608205
Centralized-DQN,1.9723444903236544
Centralized-DQN,1.7533961779308387
Centralized-DQN,1.7583588538131083
Centralized-DQN,2.0428110992599726
Centralized-DQN,1.9529762497054273
Centralized-DQN,1.7842883552276538
Centralized-DQN,2.1119370119293537
Centralized-DQN,1.9289329145140297
Centralized-DQN,2.1133078614452874
Centralized-DQN,1.695251696631961
Centralized-DQN,2.150278272309082
Centralized-DQN,2.0354293791776135
Centralized-DQN,2.1959200506920222
Centralized-DQN,2.1451999873650442
Centralized-DQN,1.9004267364768967
Centralized-DQN,1.88189770583578
Centralized-DQN,2.330810340692953
Centralized-DQN,1.8530530246543966
Centralized-DQN,2.0924391242122393
Centralized-DQN,1.8321284369994835
Centralized-DQN,1.4910221383362856
Centralized-DQN,1.6372210718655082
Centralized-DQN,2.013524171872201
Centralized-DQN,2.081540743589016
Centralized-DQN,2.014282769484325
Centralized-DQN,2.1840267651210628
Centralized-DQN,2.010146339765943
Centralized-DQN,1.7413859236606268
Centralized-DQN,2.056927222611555
Centralized-DQN,1.9590776741982634
Centralized-DQN,1.787391435659626
Centralized-DQN,2.0288684470579645
Centralized-DQN,1.9382868862504194
Centralized-DQN,1.780607873075555
Centralized-DQN,1.8790197257710892
Centralized-DQN,2.245685868028909
Centralized-DQN,2.2381565528224465
Centralized-DQN,1.9633484096879326
Centralized-DQN,1.9331943531772307
Centralized-DQN,1.5898262045344111
Centralized-DQN,2.3161417221195917
Centralized-DQN,2.1587731708495794
Centralized-DQN,2.0932496418902766
Centralized-DQN,1.3959020427823168
Centralized-DQN,1.9294285787110954
Centralized-DQN,1.890709545603282
Centralized-DQN,2.0773206769844577
Centralized-DQN,1.8160825005590484
Centralized-DQN,1.8666139661291092
Centralized-DQN,2.0627127411351633
Centralized-DQN,1.7417675442227682
Centralized-DQN,1.7877405657424925
Centralized-DQN,1.9645424578009254
Centralized-DQN,2.2283871060517417
Centralized-DQN,2.1062714274562593
Centralized-DQN,2.1677730974820473
Centralized-DQN,1.934588192152003
Centralized-DQN,2.264465976679597
Centralized-DQN,1.5188315693948984
Centralized-DQN,2.3859239159196703
Centralized-DQN,2.41576526788148
Centralized-DQN,2.0252044069332995
Centralized-DQN,2.111753311665142
Centralized-DQN,1.9112448313331838
Centralized-DQN,1.871715449147903
Centralized-DQN,1.7792554655160566
Centralized-DQN,1.9087076314526767
Centralized-DQN,2.048087072779554
Centralized-DQN,2.0167412383864525
Centralized-DQN,2.3777133477176613
Centralized-DQN,1.943103255352908
Centralized-DQN,1.576973899466105
Centralized-DQN,2.298849167129875
Centralized-DQN,1.638692134288949
Centralized-DQN,1.7911163307635503
Centralized-DQN,1.982609619767248
Centralized-DQN,2.016117138953447
Centralized-DQN,1.5869710113184008
Centralized-DQN,1.7480127967395178
Centralized-DQN,1.5788277209228079
Centralized-DQN,2.0632426897895177
Centralized-DQN,2.192650725435545
Centralized-DQN,1.6384885146056032
Centralized-DQN,2.149400053182228
Centralized-DQN,2.1344514226924023
Centralized-DQN,1.7681500900043896
Centralized-DQN,1.4632137901360527
Centralized-DQN,1.6731826131775343
Centralized-DQN,1.7828526519762142
Centralized-DQN,2.275200963104838
Centralized-DQN,1.8927430867162627
Centralized-DQN,1.6880268343318339
Centralized-DQN,1.954064307060927
Centralized-DQN,1.6215518966325697
Centralized-DQN,2.0385039475675426
Centralized-DQN,1.6947462007437855
Centralized-DQN,1.7281865302600912
Centralized-DQN,2.006513367958708
Centralized-DQN,2.3232538405176313
Centralized-DQN,2.4263702538783507
Centralized-DQN,1.6804149874683934
Centralized-DQN,1.7825419023247904
Centralized-DQN,2.0387786384726074
Centralized-DQN,2.1892890658503257
Centralized-DQN,1.4213951179189885
Centralized-DQN,1.9401224030760114
Centralized-DQN,1.8077622581996784
Centralized-DQN,1.4767055157434164
Centralized-DQN,1.611916543489758
Centralized-DQN,1.7891847644987258
Centralized-DQN,1.9335509806039577
Centralized-DQN,2.152266899004859
Centralized-DQN,2.0016418057149075
Centralized-DQN,2.138313086323427
