algorithm,latency_ms
Centralized-DQN,224.96155326918358
Centralized-DQN,202.0454354647173
Centralized-DQN,192.30105063867538
Centralized-DQN,202.60845367280803
Centralized-DQN,154.3799669812591
Centralized-DQN,161.5866258273074
Centralized-DQN,165.31901162936794
Centralized-DQN,175.08259517195555
Centralized-DQN,216.9932268017031
Centralized-DQN,177.83562833919817
Centralized-DQN,193.6551233788183
Centralized-DQN,243.97684893358195
Centralized-DQN,194.3120808681572
Centralized-DQN,227.1254670540126
Centralized-DQN,176.9914695997037
Centralized-DQN,198.83687326397109
Centralized-DQN,176.49933835268257
Centralized-DQN,194.82900772298314
Centralized-DQN,230.20924412372187
Centralized-DQN,153.18038730422955
Centralized-DQN,218.03270930637572
Centralized-DQN,212.13206806996834
Centralized-DQN,187.17550132909616
Centralized-DQN,161.61826436834636
Centralized-DQN,207.1638852314161
Centralized-DQN,189.11521872808592
Centralized-DQN,211.98028634064113
Centralized-DQN,205.6555643657033
Centralized-DQN,253.05336673962745
Centralized-DQN,197.81933117580928
Centralized-DQN,174.29507522134406
Centralized-DQN,210.37826904868948
Centralized-DQN,211.59990051915295
Centralized-DQN,245.7756272572131
Centralized-DQN,230.05333737743734
Centralized-DQN,215.70613177448527
Centralized-DQN,248.89908673658687
Centralized-DQN,169.33710837031447
Centralized-DQN,185.80745401750755
Centralized-DQN,177.20272175783424
Centralized-DQN,193.30570590532696
Centralized-DQN,163.69941557331074
Centralized-DQN,224.05452840443212
Centralized-DQN,198.33331908703678
Centralized-DQN,160.87581116492026
Centralized-DQN,174.53262756377376
Centralized-DQN,214.40541542350587
Centralized-DQN,230.14379703683144
Centralized-DQN,264.9019267507536
Centralized-DQN,292.4158739802199
Centralized-DQN,217.4322829982799
Centralized-DQN,175.31385639904408
Centralized-DQN,141.03861157806074
Centralized-DQN,213.03134387031508
Centralized-DQN,180.61176714069023
Centralized-DQN,192.53928219460943
Centralized-DQN,186.63709602820575
Centralized-DQN,200.77627340750846
Centralized-DQN,236.9794069236293
Centralized-DQN,209.71145702336034
Centralized-DQN,200.24095488883935
Centralized-DQN,173.93038741522565
Centralized-DQN,154.7595116588693
Centralized-DQN,190.41076272780006
Centralized-DQN,203.3865234754504
Centralized-DQN,258.0378974073965
Centralized-DQN,208.90823564418656
Centralized-DQN,234.48218533069172
Centralized-DQN,190.02113204382545
Centralized-DQN,169.45168700748926
Centralized-DQN,176.04649713302885
Centralized-DQN,183.2432180639274
Centralized-DQN,268.85409197305495
Centralized-DQN,180.3583996232684
Centralized-DQN,230.15467611209036
Centralized-DQN,177.91218465738922
Centralized-DQN,232.94719038622733
Centralized-DQN,216.54852898317588
Centralized-DQN,200.3008630702573
Centralized-DQN,203.777124215937
Centralized-DQN,185.3563691371183
Centralized-DQN,218.38216604446242
Centralized-DQN,191.35049558977659
Centralized-DQN,168.23182708698255
Centralized-DQN,166.66187277041143
Centralized-DQN,210.17763753166358
Centralized-DQN,252.37273769231305
Centralized-DQN,209.79974840720314
Centralized-DQN,201.44085021670352
Centralized-DQN,213.57478418807628
Centralized-DQN,244.18005225120476
Centralized-DQN,211.58147504091568
Centralized-DQN,192.67218307498788
Centralized-DQN,238.18866130179666
Centralized-DQN,217.8626931538484
Centralized-DQN,251.07267975987975
Centralized-DQN,210.49703311665718
Centralized-DQN,168.26592904838498
Centralized-DQN,163.95522402263003
Centralized-DQN,254.52783796693748
Centralized-DQN,256.7099716234989
Centralized-DQN,199.614423601522
Centralized-DQN,193.50438036592035
Centralized-DQN,248.84332876726606
Centralized-DQN,171.78862953869537
Centralized-DQN,178.1581894313252
Centralized-DQN,224.29980384067133
Centralized-DQN,193.1618463142123
Centralized-DQN,204.84634399839786
Centralized-DQN,200.09671304426462
Centralized-DQN,215.12723646396802
Centralized-DQN,247.22445583941152
Centralized-DQN,207.71754720705238
Centralized-DQN,224.31816379830573
Centralized-DQN,143.49483696906933
Centralized-DQN,203.53844794209647
Centralized-DQN,179.70309189121386
Centralized-DQN,168.43560818729117
Centralized-DQN,178.65542899213747
Centralized-DQN,194.97629677897564
Centralized-DQN,232.47707627068039
Centralized-DQN,165.20821846781308
Centralized-DQN,205.91894477783254
Centralized-DQN,190.47491699999264
Centralized-DQN,195.16980716914117
Centralized-DQN,235.08273475913813
Centralized-DQN,221.14346311011778
Centralized-DQN,245.1219432232823
Centralized-DQN,200.36482962250298
Centralized-DQN,184.1217216498789
Centralized-DQN,198.28423549358502
Centralized-DQN,212.27490373813666
Centralized-DQN,210.29720075361132
Centralized-DQN,172.468357832999
Centralized-DQN,207.71469344883621
Centralized-DQN,211.84684990416716
Centralized-DQN,280.5242211260176
Centralized-DQN,261.3053383384501
Centralized-DQN,179.4026994832354
Centralized-DQN,196.37849915352473
Centralized-DQN,161.09673994488992
Centralized-DQN,187.2787895810954
Centralized-DQN,214.46815010771022
Centralized-DQN,241.175608626647
Centralized-DQN,183.12748486769175
Centralized-DQN,185.3756067979661
Centralized-DQN,140.58132910784036
Centralized-DQN,200.12002238365278
Centralized-DQN,173.12756764421312
Centralized-DQN,189.1168171790178
Centralized-DQN,178.69417665497235
Centralized-DQN,202.1721233724233
Centralized-DQN,152.26814825930106
Centralized-DQN,160.98864263827028
Centralized-DQN,268.87741336084895
Centralized-DQN,166.37732256177907
Centralized-DQN,172.09643264636082
Centralized-DQN,260.1074058496394
Centralized-DQN,292.15201507721224
Centralized-DQN,169.85300113523977
Centralized-DQN,193.9525312963591
Centralized-DQN,215.2466665282153
Centralized-DQN,256.86092933216776
Centralized-DQN,175.39428764715288
Centralized-DQN,197.6416646217367
Centralized-DQN,228.3201272818523
Centralized-DQN,218.04298223399857
Centralized-DQN,193.71531786309703
Centralized-DQN,200.98531106451875
Centralized-DQN,163.75312574890054
Centralized-DQN,197.85478768076004
Centralized-DQN,197.00837529973134
Centralized-DQN,211.96509668878767
Centralized-DQN,188.3401834354295
Centralized-DQN,219.14615567635417
Centralized-DQN,235.38147453459487
Centralized-DQN,209.66287983005398
Centralized-DQN,215.5526922519761
Centralized-DQN,206.594660427336
Centralized-DQN,205.00253179274242
Centralized-DQN,183.35325899371458
Centralized-DQN,214.49482785019924
Centralized-DQN,202.0814020475953
Centralized-DQN,267.7950492679179
Centralized-DQN,252.2006470742573
Centralized-DQN,216.57539657669503
Centralized-DQN,182.10828370915698
Centralized-DQN,171.62765584049745
Centralized-DQN,240.73428859266596
Centralized-DQN,212.88247675441414
Centralized-DQN,219.40430210174833
Centralized-DQN,152.66242039077423
Centralized-DQN,232.82315444674543
Centralized-DQN,218.6326101464309
Centralized-DQN,171.68707946756567
Centralized-DQN,190.85425577650153
Centralized-DQN,212.9115161306956
Centralized-DQN,206.5740039506873
Centralized-DQN,196.23486442589336
Centralized-DQN,201.89535195802117
Centralized-DQN,197.44067865379344
Centralized-DQN,209.57687536307407
Centralized-DQN,249.1447591897947
Centralized-DQN,128.00024677206108
Centralized-DQN,197.89449206470948
Centralized-DQN,210.2953726411734
Centralized-DQN,213.87981969061298
Centralized-DQN,193.8425625603613
Centralized-DQN,152.29834652564253
Centralized-DQN,214.8398645114233
Centralized-DQN,256.82050642492555
Centralized-DQN,158.98415785251586
Centralized-DQN,230.91484041094566
Centralized-DQN,195.14424330631317
Centralized-DQN,203.1602696251346
Centralized-DQN,173.41304467888153
Centralized-DQN,194.9663148293237
Centralized-DQN,244.00133784096874
Centralized-DQN,222.4796572596312
Centralized-DQN,256.96934816229833
Centralized-DQN,240.32235666933082
Centralized-DQN,218.1726003678873
Centralized-DQN,257.31803578503377
Centralized-DQN,218.16979476214897
Centralized-DQN,229.83964530391177
Centralized-DQN,196.10287139395874
Centralized-DQN,206.99637447577615
Centralized-DQN,184.0772853009917
Centralized-DQN,234.6875180378456
Centralized-DQN,169.65089130655403
Centralized-DQN,228.47051027252985
Centralized-DQN,199.28046827484522
Centralized-DQN,240.1374128040196
Centralized-DQN,227.5260696619378
Centralized-DQN,259.61938472940403
Centralized-DQN,226.92324073415935
Centralized-DQN,157.83879233040278
Centralized-DQN,202.99140481305398
Centralized-DQN,169.83978422215552
Centralized-DQN,189.45160472901176
Centralized-DQN,250.33685299830165
Centralized-DQN,224.12601432693089
Centralized-DQN,184.0320871426376
Centralized-DQN,174.58847900678802
Centralized-DQN,205.98346278628782
Centralized-DQN,168.50319551856617
Centralized-DQN,184.86579167810257
Centralized-DQN,214.3602841465373
Centralized-DQN,239.65936108320088
Centralized-DQN,223.2628441667332
Centralized-DQN,136.26131474205698
Centralized-DQN,214.1310018709078
Centralized-DQN,207.16100719697735
Centralized-DQN,217.4167085611808
Centralized-DQN,253.48629044953623
Centralized-DQN,143.1028516958577
Centralized-DQN,187.26689724426683
Centralized-DQN,222.72718968380065
Centralized-DQN,157.55216801638173
Centralized-DQN,249.27847144160526
Centralized-DQN,216.05069838101974
Centralized-DQN,230.3975195753021
Centralized-DQN,187.87169015434617
Centralized-DQN,229.4129106989863
Centralized-DQN,237.05414667967113
Centralized-DQN,211.98634060411504
Centralized-DQN,212.03202678096088
Centralized-DQN,213.1102971784518
Centralized-DQN,179.09964205781856
Centralized-DQN,200.5741395927894
Centralized-DQN,200.42432402642925
Centralized-DQN,216.50181593060486
Centralized-DQN,234.99472740730883
Centralized-DQN,173.24391754064771
Centralized-DQN,201.24972909041267
Centralized-DQN,249.4436664297692
Centralized-DQN,182.69235313562308
Centralized-DQN,180.3324994812904
Centralized-DQN,211.0691857549358
Centralized-DQN,230.3315557145596
Centralized-DQN,205.34278166681977
Centralized-DQN,244.86881771310968
Centralized-DQN,230.70381947699582
Centralized-DQN,230.25460200670184
Centralized-DQN,221.6234950397228
Centralized-DQN,274.82959301038255
Centralized-DQN,198.84514933401869
Centralized-DQN,144.89433123800458
Centralized-DQN,253.12763084551423
Centralized-DQN,191.26901707129522
Centralized-DQN,208.236413330291
Centralized-DQN,244.28652054581582
Centralized-DQN,156.93221376823223
Centralized-DQN,167.4505835768158
Centralized-DQN,156.9616618864344
Centralized-DQN,181.17591129923727
Centralized-DQN,218.1890981805098
Centralized-DQN,220.72563528438312
Centralized-DQN,213.2882253798566
Centralized-DQN,162.617023483229
Centralized-DQN,135.6968969010207
Centralized-DQN,206.63060756171146
Centralized-DQN,190.84671899084992
Centralized-DQN,218.78157315149835
Centralized-DQN,226.0586087866381
Centralized-DQN,209.14724296176047
Centralized-DQN,227.8039925612756
Centralized-DQN,211.87634122345204
Centralized-DQN,220.901941168044
Centralized-DQN,183.85980211390353
Centralized-DQN,199.61165758505624
Centralized-DQN,210.90328289970873
Centralized-DQN,229.61585426252256
Centralized-DQN,193.18776483326283
Centralized-DQN,220.63501767196337
Centralized-DQN,197.02483624253864
Centralized-DQN,201.47373498015608
Centralized-DQN,229.8855712607222
Centralized-DQN,145.20818886837532
Centralized-DQN,166.10583015775717
Centralized-DQN,160.5344380767154
Centralized-DQN,134.99151640455085
Centralized-DQN,184.6520667953447
Centralized-DQN,227.48301699183222
Centralized-DQN,196.45347800852275
Centralized-DQN,210.93370245825557
Centralized-DQN,237.67652490132377
Centralized-DQN,244.83058396803074
Centralized-DQN,202.92586195821582
Centralized-DQN,245.60757668708192
Centralized-DQN,207.76379975302328
Centralized-DQN,179.87805328517612
Centralized-DQN,187.16798943403793
Centralized-DQN,160.5839046230495
Centralized-DQN,178.35598438799042
Centralized-DQN,194.25949935776714
Centralized-DQN,229.10755058135805
Centralized-DQN,256.6230949349795
Centralized-DQN,163.5345545386888
Centralized-DQN,216.78482404779757
Centralized-DQN,173.78368182527396
Centralized-DQN,219.24091265389606
Centralized-DQN,201.0674004793682
Centralized-DQN,150.0728252245741
Centralized-DQN,232.84890974705453
Centralized-DQN,186.84997861573808
Centralized-DQN,188.98299284879337
Centralized-DQN,172.9074276613093
Centralized-DQN,185.37150169937334
Centralized-DQN,217.8367132208475
Centralized-DQN,199.32266977190784
Centralized-DQN,214.85986006847443
Centralized-DQN,215.8576556178653
Centralized-DQN,244.619849665845
Centralized-DQN,194.7164154740686
Centralized-DQN,160.69426549462804
Centralized-DQN,237.0166724971595
Centralized-DQN,195.05535483708235
Centralized-DQN,238.43777333732132
Centralized-DQN,216.5013133954741
Centralized-DQN,201.06587409389965
Centralized-DQN,215.46327682138886
Centralized-DQN,263.53037680378895
Centralized-DQN,267.3094158716126
Centralized-DQN,207.08143405398337
Centralized-DQN,209.80571779951225
Centralized-DQN,237.28720472399158
Centralized-DQN,179.63016901697958
Centralized-DQN,214.99211117854765
Centralized-DQN,204.2241145613843
Centralized-DQN,214.41724634372662
Centralized-DQN,179.99893582151782
Centralized-DQN,157.31297520073093
Centralized-DQN,142.81049692026124
Centralized-DQN,171.47847661031176
Centralized-DQN,191.23974145182
Centralized-DQN,196.20425240053714
Centralized-DQN,263.1169348728855
Centralized-DQN,238.17980109721896
Centralized-DQN,176.13726650975119
Centralized-DQN,215.43125357352872
Centralized-DQN,192.78765290949025
Centralized-DQN,196.46908485879715
Centralized-DQN,210.55976948246146
Centralized-DQN,223.5751335092618
Centralized-DQN,194.82224548347955
Centralized-DQN,236.91554598203075
Centralized-DQN,170.74185321572787
Centralized-DQN,205.19017187086806
Centralized-DQN,282.93021179787496
Centralized-DQN,211.69239227875826
Centralized-DQN,247.99643519818517
Centralized-DQN,207.74560534519625
Centralized-DQN,222.4233128598939
Centralized-DQN,203.29650416821926
Centralized-DQN,199.88777256507387
Centralized-DQN,181.6155280982374
Centralized-DQN,217.90904076872658
Centralized-DQN,179.45388432442695
Centralized-DQN,224.96755708940287
Centralized-DQN,237.5586101333773
Centralized-DQN,215.9959422171169
Centralized-DQN,196.41253799332924
Centralized-DQN,218.61896737926088
Centralized-DQN,195.7398083336076
Centralized-DQN,233.06641376395447
Centralized-DQN,150.0578174735463
Centralized-DQN,194.9317789564406
Centralized-DQN,145.27564014628007
Centralized-DQN,160.14817509318385
Centralized-DQN,245.91586689441726
Centralized-DQN,231.85554945915058
Centralized-DQN,183.41559300145627
Centralized-DQN,159.9248963187731
Centralized-DQN,116.06413486475046
Centralized-DQN,188.69513476202096
Centralized-DQN,277.61245036742207
Centralized-DQN,218.04652814390943
Centralized-DQN,188.21283141851532
Centralized-DQN,218.95240628500918
Centralized-DQN,158.17124941016672
Centralized-DQN,196.08029911907093
Centralized-DQN,207.98432419047217
Centralized-DQN,202.41698044536855
Centralized-DQN,228.72418365070243
Centralized-DQN,215.33935678708158
Centralized-DQN,225.0497805432399
Centralized-DQN,184.3488315330772
Centralized-DQN,231.93446225231645
Centralized-DQN,253.86810842871975
Centralized-DQN,175.89551441045762
Centralized-DQN,178.36913032856322
Centralized-DQN,245.07353008960698
Centralized-DQN,199.25968039914818
Centralized-DQN,247.11464176199672
Centralized-DQN,191.72392864323447
Centralized-DQN,248.65136728812132
Centralized-DQN,208.94457450416357
Centralized-DQN,212.74686469968086
Centralized-DQN,251.94154065009712
Centralized-DQN,194.14688567667486
Centralized-DQN,176.76633712225126
Centralized-DQN,191.54307375914937
Centralized-DQN,218.57001851929417
Centralized-DQN,158.02722783458458
Centralized-DQN,224.12412707953365
Centralized-DQN,188.8368604714677
Centralized-DQN,239.43437982200692
Centralized-DQN,133.17219085298586
Centralized-DQN,181.40302674687493
Centralized-DQN,154.40595546297695
Centralized-DQN,180.21311600908143
Centralized-DQN,212.4299770332683
Centralized-DQN,199.62320123650736
Centralized-DQN,197.39867293155956
Centralized-DQN,200.22445385859817
Centralized-DQN,211.10164721859832
Centralized-DQN,174.74391874170678
Centralized-DQN,226.2054892269715
Centralized-DQN,224.87997911156452
Centralized-DQN,216.55113812968304
Centralized-DQN,221.6960032825379
Centralized-DQN,213.89254002425977
Centralized-DQN,266.05219908193203
Centralized-DQN,202.3871748684247
Centralized-DQN,195.78750344996268
Centralized-DQN,182.39417258927867
Centralized-DQN,174.0321198826649
Centralized-DQN,167.66584637196775
Centralized-DQN,178.33608060307245
Centralized-DQN,202.87958855043786
Centralized-DQN,215.02885385493144
Centralized-DQN,206.53426175656486
Centralized-DQN,182.0339416771086
Centralized-DQN,232.0055369205989
Centralized-DQN,227.18238016902842
Centralized-DQN,200.21055077733948
Centralized-DQN,185.41251566005863
Centralized-DQN,221.452837624894
Centralized-DQN,210.63920762458312
Centralized-DQN,161.55618221754858
Centralized-DQN,202.96059232046787
Centralized-DQN,212.86107436223142
Centralized-DQN,178.00915640536738
Centralized-DQN,210.6953017851233
Centralized-DQN,161.35532544226632
Centralized-DQN,245.08558300036512
Centralized-DQN,242.43849955178297
Centralized-DQN,197.42447997091105
Centralized-DQN,215.9036301351722
Centralized-DQN,132.70234102600375
Centralized-DQN,170.30957019204
Centralized-DQN,196.1866323954361
Centralized-DQN,172.83600935719423
Centralized-DQN,226.43189447891976
Centralized-DQN,264.9188959224398
Centralized-DQN,169.70155841712094
Centralized-DQN,179.8760978774442
Centralized-DQN,212.0634510492979
Centralized-DQN,253.33348445498862
Centralized-DQN,168.3287706238029
Centralized-DQN,212.47108366920827
Centralized-DQN,259.63896552439326
Centralized-DQN,155.44722555462198
Centralized-DQN,166.56792379462505
Centralized-DQN,192.29180180617485
Centralized-DQN,189.38234761433768
Centralized-DQN,229.37803863260933
Centralized-DQN,212.24979159462515
Centralized-DQN,151.75113821073614
Centralized-DQN,220.46231208702432
Centralized-DQN,187.6738333793305
Centralized-DQN,243.23341650823716
Centralized-DQN,186.1723739068924
Centralized-DQN,185.90154150693292
Centralized-DQN,221.23394832413595
Centralized-DQN,227.8877944701081
Centralized-DQN,218.4429809180861
Centralized-DQN,154.43208047845576
Centralized-DQN,221.14103319784752
Centralized-DQN,173.97075844976803
Centralized-DQN,212.05828334764792
Centralized-DQN,162.2879669380282
Centralized-DQN,218.38966442629192
Centralized-DQN,180.80203287077882
Centralized-DQN,166.52096049218434
Centralized-DQN,226.414604094472
Centralized-DQN,212.24933565030253
Centralized-DQN,186.58069595821308
Centralized-DQN,248.53536547063192
Centralized-DQN,191.78042735290774
Centralized-DQN,205.96323021912804
Centralized-DQN,213.067403430358
Centralized-DQN,186.4100219761416
Centralized-DQN,219.13408880199788
Centralized-DQN,188.99642958505825
Centralized-DQN,192.65085033351372
Centralized-DQN,245.87927919410023
Centralized-DQN,173.782418424627
Centralized-DQN,132.6165900721153
Centralized-DQN,253.32810985035684
Centralized-DQN,281.4798385782101
Centralized-DQN,192.84192203652003
Centralized-DQN,146.89485878139445
Centralized-DQN,195.6854807141217
Centralized-DQN,196.41331150477993
Centralized-DQN,199.3022847693323
Centralized-DQN,171.59835874234454
Centralized-DQN,222.38683427429433
Centralized-DQN,220.73522125858258
Centralized-DQN,160.1678314054208
Centralized-DQN,225.97590195084663
Centralized-DQN,266.5805494583767
Centralized-DQN,210.1588099731118
Centralized-DQN,194.88024513794483
Centralized-DQN,200.73990356777435
Centralized-DQN,223.45770300905684
Centralized-DQN,153.07985183478345
Centralized-DQN,209.93172108931907
Centralized-DQN,193.2860815161157
Centralized-DQN,260.4347503886814
Centralized-DQN,199.77481798585126
Centralized-DQN,255.0366283335856
Centralized-DQN,171.8877790665398
Centralized-DQN,222.61777500408377
Centralized-DQN,214.58200791373687
Centralized-DQN,178.92858256405654
Centralized-DQN,210.3218834391082
Centralized-DQN,241.375565104948
Centralized-DQN,195.28624887140197
Centralized-DQN,154.2411205249071
Centralized-DQN,204.47311520567663
Centralized-DQN,177.92730715622463
Centralized-DQN,194.72977184008352
Centralized-DQN,202.55236690944636
Centralized-DQN,153.8304335195345
Centralized-DQN,156.53024982037965
Centralized-DQN,219.46200506576577
Centralized-DQN,189.31843911490958
Centralized-DQN,128.05766974538298
Centralized-DQN,228.54532109824405
Centralized-DQN,213.1710926582272
Centralized-DQN,183.58375527890547
Centralized-DQN,165.49509366825276
Centralized-DQN,230.07423688943013
Centralized-DQN,215.4805186768129
Centralized-DQN,276.4780684805222
Centralized-DQN,217.6056579617481
Centralized-DQN,216.63109423786045
Centralized-DQN,199.99216209674304
Centralized-DQN,229.50327601602373
Centralized-DQN,223.7525560374446
Centralized-DQN,242.55175025695584
Centralized-DQN,189.36031244088144
Centralized-DQN,191.93777581168112
Centralized-DQN,190.6269048726406
Centralized-DQN,228.72405163536968
Centralized-DQN,249.95123320890195
Centralized-DQN,191.23478520552098
Centralized-DQN,192.25678816620726
Centralized-DQN,214.42231671609397
Centralized-DQN,197.62715499961297
Centralized-DQN,233.5616095941967
Centralized-DQN,137.4466812814286
Centralized-DQN,180.19884859249316
Centralized-DQN,181.52750998115664
Centralized-DQN,135.38931962841565
Centralized-DQN,176.09084666893588
Centralized-DQN,177.54531652462222
Centralized-DQN,198.9668603644351
Centralized-DQN,238.3889767498079
Centralized-DQN,197.64818046427894
Centralized-DQN,174.07558839186538
Centralized-DQN,203.29136376359412
Centralized-DQN,236.47520864324048
Centralized-DQN,175.72123551655284
Centralized-DQN,177.68275348235653
Centralized-DQN,221.7564687782267
Centralized-DQN,198.35391652807598
Centralized-DQN,224.42454072128425
Centralized-DQN,204.5905962461411
Centralized-DQN,226.049909442687
Centralized-DQN,173.94765657878077
Centralized-DQN,204.63746047635198
Centralized-DQN,198.6792995691053
Centralized-DQN,168.52327227687607
Centralized-DQN,158.09566156393936
Centralized-DQN,225.57247105823984
Centralized-DQN,194.47142853346065
Centralized-DQN,174.33159155058013
Centralized-DQN,202.11463189230003
Centralized-DQN,238.84056572047908
Centralized-DQN,136.5778646388423
Centralized-DQN,160.10083930290023
Centralized-DQN,177.31340674314197
Centralized-DQN,248.83536600160988
Centralized-DQN,213.4776094875789
Centralized-DQN,228.01951721383682
Centralized-DQN,170.79517242621307
Centralized-DQN,171.41392374188422
Centralized-DQN,218.43441150168132
Centralized-DQN,206.7482299280634
Centralized-DQN,221.46216456592379
Centralized-DQN,199.36987027214644
Centralized-DQN,213.3443117936388
Centralized-DQN,209.74357254715326
Centralized-DQN,228.33302167254777
Centralized-DQN,229.21024845833412
Centralized-DQN,156.40384016824692
Centralized-DQN,137.58194333977434
Centralized-DQN,235.0523619295452
Centralized-DQN,240.6317527978581
Centralized-DQN,174.38130941459988
Centralized-DQN,149.20493780363114
Centralized-DQN,207.97104463021603
Centralized-DQN,232.9251467905159
Centralized-DQN,258.92783567302945
Centralized-DQN,220.48892716304354
Centralized-DQN,193.84849910242914
Centralized-DQN,178.20608135245413
Centralized-DQN,205.34353875011962
Centralized-DQN,196.0220588834423
Centralized-DQN,174.54796282813552
Centralized-DQN,266.4626695258986
Centralized-DQN,258.55505206216395
Centralized-DQN,239.08146050666284
Centralized-DQN,177.37448806572618
Centralized-DQN,230.65057972891836
Centralized-DQN,224.18879228493705
Centralized-DQN,218.27636872612158
Centralized-DQN,242.48995801131332
Centralized-DQN,224.0611342858383
Centralized-DQN,227.20042708913007
Centralized-DQN,224.1071885011663
Centralized-DQN,215.2237422400632
Centralized-DQN,151.4916661085745
Centralized-DQN,207.5086323223167
Centralized-DQN,188.31424123452624
Centralized-DQN,166.60477127079938
Centralized-DQN,255.45449857902472
Centralized-DQN,256.8698602265711
Centralized-DQN,245.77661800886835
Centralized-DQN,212.65640250567623
Centralized-DQN,245.5187536285797
Centralized-DQN,205.36159541805478
Centralized-DQN,211.08391830693338
Centralized-DQN,172.1958588861405
Centralized-DQN,216.9097391349652
Centralized-DQN,206.8115778527325
Centralized-DQN,165.92043649496605
Centralized-DQN,203.4640866455021
Centralized-DQN,202.60811308429575
Centralized-DQN,258.9268349993392
Centralized-DQN,231.8263998554023
Centralized-DQN,205.34336317274398
Centralized-DQN,212.4636192940325
Centralized-DQN,206.32637134312594
Centralized-DQN,198.91258045613358
Centralized-DQN,172.5271840783514
Centralized-DQN,200.46844367179213
Centralized-DQN,182.6170523004246
Centralized-DQN,167.4905338323056
Centralized-DQN,220.33665443642604
Centralized-DQN,216.73793979799706
Centralized-DQN,151.39877465895768
Centralized-DQN,201.31946087514618
Centralized-DQN,234.8710415769977
Centralized-DQN,236.77671216688964
Centralized-DQN,235.77510528655716
Centralized-DQN,206.1673962070438
Centralized-DQN,179.64864016092548
Centralized-DQN,172.48903517925817
Centralized-DQN,215.33814714251073
Centralized-DQN,216.37840103095488
Centralized-DQN,243.61993334815196
Centralized-DQN,237.99938951026252
Centralized-DQN,201.03314030406483
Centralized-DQN,167.6738236341739
Centralized-DQN,195.42680208967306
Centralized-DQN,211.51693584431575
Centralized-DQN,198.93750263831788
Centralized-DQN,187.66317675767033
Centralized-DQN,212.58654444909698
Centralized-DQN,189.88126775768168
Centralized-DQN,186.15801748823878
Centralized-DQN,214.3435850291032
Centralized-DQN,192.94022259612385
Centralized-DQN,212.32313166935057
Centralized-DQN,213.19612068556367
Centralized-DQN,170.81712996725275
Centralized-DQN,190.56276628403762
Centralized-DQN,248.13330819749388
Centralized-DQN,170.1376146179714
